code,species,Imipenem,Gentamicin,Oxacillin,Fusidic acid,Tetracycline,Rifampicin,Amoxicillin-Clavulanic acid,Cefazolin,Meropenem,Ciprofloxacin,Levofloxacin,Teicoplanin,Norfloxacin,Cotrimoxazole,Tobramycin,Ampicillin-Amoxicillin,Ceftriaxone,Ceftazidime,Clindamycin,Penicillin,Cefuroxime,Cefpodoxime,Fosfomycin-Trometamol,Colistin,Erythromycin,Cefepime,Piperacillin-Tazobactam
7bfbe84a-0e19-4991-91e2-708f1619bb63_MALDI1,MIX!Haemophilus haemolyticus,-,-,-,-,-,-,S,-,-,-,R,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-
77d7455b-475b-4f2e-b2f1-cfa286135745_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecd27c1c-46d5-434b-9d2d-bc0fcf841aa7_MALDI1,MIX!Aggregatibacter aphrophilus,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,S,S,-,-,-,-,-,-,-,-,-,-
d017ccb5-620b-41f9-9559-78131a1c9160_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
0aed190c-6fe9-4d50-98ae-4ddde3656666_MALDI1,MIX!Veillonella parvula,,,,,,,,,,,,,,,,,,,,,,,,,,,
f81736af-21ee-4a01-a5ff-a33887a2d099_MALDI1,MIX!Haemophilus parahaemolyticus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,-,-,-,-
1e068bfb-dee4-4241-b624-c927dc1248fb_MALDI1,MIX!Neisseria macacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
68f0a841-0962-41f2-9e9a-2a11cb27d5b6_MALDI1,MIX!Klebsiella pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
141af1ab-773e-4fa6-b548-1f6c1a62cf46_MALDI1,MIX!Enterobacter cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,
87fca391-d12f-4181-be48-9c1df8156e3c_MALDI1,MIX!Peptoniphilus tyrrelliae,,,,,,,,,,,,,,,,,,,,,,,,,,,
c15ecdc7-caa0-4dae-ab09-010752e2ea06_MALDI1,MIX!Neisseria mucosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e352a02-026b-4b61-9c77-05701860497b_MALDI1,MIX!Streptococcus peroris,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-
21274362-0324-4f1c-8152-a2f1045e48a4_MALDI1,MIX!Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e9d60c4-b8dd-48ec-9a55-982fcaafe9d1_MALDI1,MIX!Streptococcus vestibularis,,,,,,,,,,,,,,,,,,,,,,,,,,,
