code,species,Imipenem,Gentamicin,Oxacillin,Fusidic acid,Tetracycline,Rifampicin,Amoxicillin-Clavulanic acid,Cefazolin,Meropenem,Ciprofloxacin,Levofloxacin,Teicoplanin,Norfloxacin,Cotrimoxazole,Tobramycin,Ampicillin-Amoxicillin,Ceftriaxone,Ceftazidime,Clindamycin,Penicillin,Cefuroxime,Cefpodoxime,Fosfomycin-Trometamol,Colistin,Erythromycin,Cefepime,Piperacillin-Tazobactam
3252f960-6b8d-4779-8d79-f5802d6b1477,MIX!Haemophilus sputorum,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0ce1b6a-af5d-4e2f-8eed-53bed5b447db,MIX!Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf97ba50-7a08-4610-a25d-56318b0a96a7,MIX!Streptococcus vestibularis,-,S,-,-,-,-,-,-,S,-,-,-,-,-,-,-,S,-,R,R,-,-,-,-,-,-,-
0b7945d7-fc79-4ce3-b5f8-4df9a18328cb,MIX!Acinetobacter pittii,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c4b37c4-fa37-4448-b838-ad3fc1205e83,MIX!Pseudomonas alcaliphila,,,,,,,,,,,,,,,,,,,,,,,,,,,
658a1b08-0c72-4294-899a-64992e695696,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,R,S,R,R,R,-,-,-,R,S,S,-,I,S
6cc6ccf8-abd2-4f05-b41c-fcf49f6be29b,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,R,S,R,R,I,-,-,-,R,S,S,-,I,S
d56a564c-f4ca-4402-a0b1-e2fad9620ed1,MIX!Klebsiella pneumoniae,S,-,-,-,-,-,S,-,S,S,S,-,S,R,S,R,R,R,-,-,-,R,S,S,-,I,S
47f14214-96f8-4f41-a523-cc75e0f61397,MIX!Pseudomonas aeruginosa,S,-,-,-,-,-,-,-,S,S,S,-,-,-,S,-,-,S,-,-,-,-,-,S,-,S,S
3788ae62-fad6-4551-82e6-80032e982715,MIX!Bacillus cereus,,,,,,,,,,,,,,,,,,,,,,,,,,,
bddecba9-4325-4a46-bfd6-768670d530b0,MIX!Enterococcus faecium,,,,,,,,,,,,,,,,,,,,,,,,,,,
49bd7011-595c-49f4-8889-7b3412c1f080,MIX!Veillonella parvula,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111f891-e7e7-48f9-9778-8d94c6a7508e,MIX!Veillonella parvula,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6983663-6842-42b9-9d3d-479227218504,MIX!Streptococcus dysgalactiae,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,S,S,-,-,-,-,-,-,-
41c56066-ee7b-4dfa-8873-c716889a819b,MIX!Citrobacter freundii,,,,,,,,,,,,,,,,,,,,,,,,,,,
10e71f9d-beb7-450a-b186-b150cfad15b6,MIX!Lactobacillus vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
aae708ad-727e-4678-9732-9f9e530deb3e,MIX!Streptococcus agalactiae,,,,,,,,,,,,,,,,,,,,,,,,,,,
